text,category
Is there a limit for the amount I can top up?,top_up_limits
"I really need money from my card today, but my card is getting declined. Please help!!",top_up_failed
I think my phone was stolen. What can I do?,lost_or_stolen_phone
Can I use my bank account to send me more money?,transfer_into_account
What do I do if I see a cash withdrawal on my account that I don't remember making?,cash_withdrawal_not_recognised
"Hi, I sent my landlord my rent money a few days ago and while everything seems good on my end he says that he never got the money. I double checked the account number and it's correct. Can you help me figure this out?",transfer_not_received_by_recipient
There is an extra charge on my app that I was not told about or I was aware of!,extra_charge_on_statement
Is the top up feature available on the Apple Watch?,apple_pay_or_google_pay
How come I can't put money in my top up account?,top_up_reverted
Can I activate my card with the app?,activate_my_card
How do I obtain a second card?,getting_spare_card
Is there any reason my cash withdrawal still shows as pending?,pending_cash_withdrawal
Will any business take this card?,card_acceptance
What things do I need to verify my identity?,verify_my_identity
I have a pending money transfer,pending_transfer
Why hasn't my cheque processed?,balance_not_updated_after_cheque_or_cash_deposit
They is a payment I don't recognize on my statement.,card_payment_not_recognised
"I made a bank transfer earlier from my UK account.  I don't see it yet, can you check the status?",balance_not_updated_after_bank_transfer
They said I would get a refund but I don't see it on my statement.,Refund_not_showing_up
Whats the minimum age to have an account,age_limit
Why did my my transfer get declined?,declined_transfer
During the last month I used this account to make payments for my place abroad. I noticed the fees have increased and I wonder why. Shouldn't frequent users have less fees as incentive to keep using instead of increasing them out of nowhere?,transfer_fee_charged
Are there topping up fees if I have to transfer?,top_up_by_bank_transfer_charge
There is a payment done with my card which i definitely did not do.Never seen that name before.,card_payment_not_recognised
I would like to know how to transfer money into my account.,transfer_into_account
I paid for something in foreign currency but noticed the exchange rate is incorrect.,card_payment_wrong_exchange_rate
"Over the holiday I withdrew cash from the ATM and it seems that I was severely overcharged. Had I known that I would be charged those fees, I would not have used the ATM!",wrong_exchange_rate_for_cash_withdrawal
I made a payment but it's still pending,pending_card_payment
"I checked my statement and saw a charge of one pound, where is this charge coming from?",extra_charge_on_statement
How old do I need to be?,age_limit
The applied exchange rate is wrong for the cash I got abroad.,wrong_exchange_rate_for_cash_withdrawal
My card was confiscated by an ATM. How do I get my card back?,card_swallowed
Are there any charges for receiving money?,top_up_by_bank_transfer_charge
Can an American resident apply to get a card?,country_support
My transfer failed to process correctly. Is there a reason this would happen?,failed_transfer
What should I do if someone else used my card?,compromised_card
How do I top up by card?,topping_up_by_card
How do I order a new card before It expires?,card_about_to_expire
The withdrawal was declined I am unsure as to why this happened?,declined_cash_withdrawal
I want to close my account due to poor customer service.,terminate_account
why isn't my top-up going through?,pending_top_up
Do I need to do anything? My phone was stolen yesterday.,lost_or_stolen_phone
Was my card payment reverted?,reverted_card_payment?
"How long is a top up supposed to be pending, because an hour is too long! Can you fix this to go through?",pending_top_up
I ordered my card a couple weeks ago and haven't received it yet. When can I expect it?,card_delivery_estimate
I have a new card and I need to activate it.,activate_my_card
"Hi, My card is getting declined during top-up. As it urgent, could you please resolve this issue, or guide me with other alternatives if any.",top_up_failed
How do I convert currencies with the app?,exchange_via_app
Tell me which cards and what currency is supported.,supported_cards_and_currencies
So the transfer finally worked but now it's been pending for quite a long time. How long do you expect me to wait for it? It's quite urgent,pending_transfer
What is the time for a transfer?,transfer_not_received_by_recipient
Do you know why my card payment was reverted?,reverted_card_payment?
Where do I unblock my PIN?,pin_blocked
My refund is not showing up in my account. Where is it?,Refund_not_showing_up
I believe my card payment were reverted,reverted_card_payment?
how can i change my details,edit_personal_details
How can receive a physical card,order_physical_card
Why can't I see my funds after I topped up?,pending_top_up
I need clarity on why my card is not working.,card_not_working
Why would my payment still show as pending?,pending_card_payment
Verifying the top-up seems like a hassle.,verify_top_up
Why do I see extra charges for withdrawing my money?,cash_withdrawal_charge
Can I order a new card with the app?,card_about_to_expire
What is the purpose of requiring my identification?,why_verify_identity
How do I go about exchanging currencies with this app?,exchange_via_app
I need to add money to my account. Can I do so via bank transfer?,transfer_into_account
I did a transfer but the balance is the same.,balance_not_updated_after_bank_transfer
Dude I put money in the ATM last week but it ain't there! I need the money now figure this out!,balance_not_updated_after_cheque_or_cash_deposit
"I'm trying to make a payment to my new landlord. Even though the payment was sent a few days ago, it isn't clearing on their side. Can you verify that payment has been made?",transfer_not_received_by_recipient
"I'm going on a trip soon and I needed to convert my Russian ruble to UK pounds, but when I did, your company charged me above the exchange rate. Did you mess up my transaction?",card_payment_wrong_exchange_rate
wheres my pin,get_physical_card
The top-up is pending.,pending_top_up
I'm not sure why my account has been refunded a payment for an item I've already received about 2 weeks ago. Can you please tell me what is going on?,reverted_card_payment?
What does it mean if my payment has been reverted?,reverted_card_payment?
Where can I do a cash withdrawal?,atm_support
I would like to know more about what a disposable virtual card is?,get_disposable_virtual_card
"I tried to withdraw money, but was unable to. Still says that the transaction is pending? Will this money disappear??",pending_cash_withdrawal
What is the proper way to activate a card?,activate_my_card
Isn't my top-up supposed to mean its complete?,pending_top_up
I really need to top-up my card today urgently but my card keeps getting declined!! Can you please help me with this problem or let me know if you have any alternatives,top_up_failed
I am still waiting for a transfer to show up,pending_transfer
I've been unable to pay contactless with my card for over a week now. Is there a way to fix this issue?,contactless_not_working
Can I use cash to top up my account?,top_up_by_cash_or_cheque
How can I check for an unsupported merchant for my transfer request?,declined_transfer
How long does a transfer transaction take?,transfer_timing
I tried to do a transfer but I got a message that it was declined.,declined_transfer
Are my contactless settings correct? I tried to use it today but it wasn't working.,contactless_not_working
"A transaction I did to my friend hasn't arrived yet, why?",transfer_not_received_by_recipient
I don't have the means to prove my identity.,unable_to_verify_identity
Why hasn't my balance increased after depositing a check?,balance_not_updated_after_cheque_or_cash_deposit
What's the deal with no cryptocurrency on your app?,beneficiary_not_allowed
I'm having difficulty verifying my identity.,unable_to_verify_identity
"I can't see if the transfer I did a couple days ago is in my account yet. I double checked my info before sending, too. Can you check this?",transfer_not_received_by_recipient
Hello! I randomly got charged an extra fee today as i was shopping online and i have no idea why! Are there extra fees for card payments? Or am i missing something here?,card_payment_fee_charged
I noticed an extra fee when I paid with my card.,card_payment_fee_charged
I'm not seeing my cash deposit showing up in my account.,balance_not_updated_after_cheque_or_cash_deposit
What caused my cash withdrawal to be declined?,declined_cash_withdrawal
I need to know your exchange rates.,exchange_rate
Are there limits on the virtual cards?,disposable_card_limits
Someone may have made an error in figuring out the rate of exchange.  I should have received more cash than I did on my most recent withdrawal.,wrong_exchange_rate_for_cash_withdrawal
Is my PIN the same thing as my passcode?,get_physical_card
How do I do a successful transfer to an account?,beneficiary_not_allowed
There are a few payments in the app that I didn't make! Does someone else have my card?  What should I do?,card_payment_not_recognised
"My friend wants to send me money, can she?",receiving_money
I transferred some money but I think it has gotten lost somewhere.,balance_not_updated_after_bank_transfer
How do I use contactless payments?,contactless_not_working
Why is there an unknown card payment?,card_payment_not_recognised
"My card expires soon, will you send me one automatically?",card_about_to_expire
What is the maximum transactions I can use on a disposable card?,disposable_card_limits
I think my card is broken,card_not_working
I need to change my last name on my account because I just got married.,edit_personal_details
Is there a limit to the number of disposable cards I can have?,disposable_card_limits
I have cash deposit to my account but it is experiencing a problem,balance_not_updated_after_cheque_or_cash_deposit
Could you please freeze my card immediately?,lost_or_stolen_card
Change currency,exchange_via_app
"Why did my transfer not work, it says it was declined?",declined_transfer
How is my card payment still pending?,pending_card_payment
Can I exchange currencies?,fiat_currency_support
"Someone has my card number, freeze my account.",compromised_card
"I have a strange transaction for £1 on my statement, what is that?",extra_charge_on_statement
How do I change my pin while traveling?,change_pin
I am having trouble activating my card.,activate_my_card
There is an odd payment in my statement,card_payment_not_recognised
Are there fees for top ups?,top_up_by_card_charge
Where do I have access to a virtual card?,getting_virtual_card
Why didn't my payment process,pending_card_payment
Where is my deposit?,balance_not_updated_after_cheque_or_cash_deposit
What currencies and cards do you support?,supported_cards_and_currencies
I have a transaction showing up more than once.,transaction_charged_twice
Why wouldn't my withdrawal go through?,declined_cash_withdrawal
Why didn't my balance change after I transferred some money?,balance_not_updated_after_bank_transfer
I was trying to use my virtual card at a merchant and it was rejected. How can I fix this?,virtual_card_not_working
Do I have to pay for topping up by transfer?,top_up_by_bank_transfer_charge
Something is wrong with my password.,passcode_forgotten
"Since I got married, I need to change my name.",edit_personal_details
"I am interested in giving a second card to my daughter, how can I make this happen?",getting_spare_card
My statement doesn't show that a refund has processed,Refund_not_showing_up
Currently my card is broken.,card_not_working
I have a duplicate payment on my card.,transaction_charged_twice
I want to exchange USD and GBP with the app,exchange_via_app
Do I get charged if I am receiving money?,top_up_by_bank_transfer_charge
How long do I have to wait until the transferred money shows up?,balance_not_updated_after_bank_transfer
Where can I find the top up verification code?,verify_top_up
How do I find my card PIN?,get_physical_card
To many charges on my card how do I go about fixing that?,transaction_charged_twice
My thoughts were that you offered crypto top up which does not seem to be working. The money has now been taken from my account. What is the problem here?,top_up_reverted
Can i make transactions before identity verification is complete?,why_verify_identity
Is it possible to obtain both a Visa and a Mastercard from you?,visa_or_mastercard
"I'm not sure why my payment has been declined? Please tell me why, I thought it was all good.",declined_card_payment
Do you offer multiple cards for the same account?,getting_spare_card
"When I use my card, it says decline?",declined_card_payment
"Hello, I went ahead and checked my account details to be sure, and they are definitely correct.  I've had a transfer pending for a while, and I can't understand why it hasn't gone through yet.",pending_transfer
"In the app, I see a withdrawal I didn't make.",cash_withdrawal_not_recognised
i want to get my salary deposited as pesos?,receiving_money
What fees to you have for top ups?,top_up_by_card_charge
What's the foreign exchange rate I will receive?,exchange_rate
I don't have my cell phone with me so I cannot access the system to complete the transaction.,lost_or_stolen_phone
Tell me how to change my details.,edit_personal_details
i tried to transfer cryptocurrency into my account but was denied,beneficiary_not_allowed
How do I get my PIN unlocked?,pin_blocked
I had to pay in order to do a transfer,transfer_fee_charged
Does the app top up automatically?,automatic_top_up
I am not satisfied with your service.  Close my account.,terminate_account
Do you have an auto top-up option?,automatic_top_up
I made a cash withdrawal at an ATM but it still says pending in my account.,pending_cash_withdrawal
Where is a ATM that accepts Mastercard?,atm_support
how long will it take for my transfer to stop pending,pending_transfer
I was not distributed the correct amount of cash that I asked for,wrong_amount_of_cash_received
I used the wrong account.,cancel_transfer
If I make a top-up are there charges applied?,top_up_by_bank_transfer_charge
"Once my card expires, what should I do?",card_about_to_expire
"I recently deposited some money into my account, but it still isn't showing up. What's going on?",balance_not_updated_after_cheque_or_cash_deposit
My account is devoid of funds. Am I permitted to submit additional money via bank transfer?,transfer_into_account
Help me.  My phone has been lost or stolen!,lost_or_stolen_phone
"Sort your top up out please! It's been pending since an hour already, can you please make this go through asap I really need the money",pending_top_up
I'm not sure why my top up request was denied,top_up_failed
this verifying the top up is annoying,verify_top_up
How can I create another card linked to this account?,getting_spare_card
Help!  In the app there is a direct debit that I don't remember.,direct_debit_payment_not_recognised
How young can I be to open my own account?,age_limit
I wish to top up using a cheque.,top_up_by_cash_or_cheque
What is the limit on Auto top?,automatic_top_up
I am afraid to give you all my identify details.,why_verify_identity
I made the incorrect payment for my rent yesterday and this needs to be fixed by no later than tomorrow. How can you help?,cancel_transfer
I made a mistake and performed a transaction on the wrong account!,cancel_transfer
How to modify my details.,edit_personal_details
I withdrew some cash out of the ATM over the holiday. It seems that I was charged some outrageous fees. I would not have done that had I been aware of these outrageous charges!,wrong_exchange_rate_for_cash_withdrawal
I tried taking out 30 pounds from the ATM just now and it only gave me 10. Why would it do that? I need the 30 pounds now!,wrong_amount_of_cash_received
"Please help, the atm swallowed my card, what do I do?",card_swallowed
I got a new card and can't find where to link it.,card_linking
I want a refund because my package has been taking too long to arrive. How do I go about doing that?,request_refund
Will I get Visa or MasterCard?,visa_or_mastercard
Is GBP a supported currency?,receiving_money
How can I close my account?,terminate_account
What do I need to do to activate my new card?,activate_my_card
My cheque deposit didn't seem to work.,balance_not_updated_after_cheque_or_cash_deposit
"Is my card working? It's the first time I tried using it I tried to get money out of an ATM, but got nothing.",declined_cash_withdrawal
I lost my wallet today with all my credit cards. Will you please block the card and send a replacement?,lost_or_stolen_card
Do you convert to Euro?,fiat_currency_support
I withdrew cash but it still shows as pending?,pending_cash_withdrawal
need to verify source of funds,verify_source_of_funds
Are there any ATM's near me that accept this card?,atm_support
i need to add express delivery if that's an option,card_delivery_estimate
Why was I charged this extra fee while doing a transfer?,transfer_fee_charged
Can you help me transfer money into my friend's bank account? I tried to do it but it keeps rejecting me. I need to get the money in there asap. I have enough and all the account info is correct.,failed_transfer
I paid with card and I was charged a fee,card_payment_fee_charged
how can i top up?,topping_up_by_card
Can I edit my details?,edit_personal_details
Why would my card payment be cancelled?,reverted_card_payment?
"Hello,  I have recharged topup but account is not credited. Please help me in this, i guess there is some defect in system.",top_up_reverted
"While abroad, I got cash, and the exchange rate applied is wrong.",wrong_exchange_rate_for_cash_withdrawal
i need to top up by card.,topping_up_by_card
I have another card from the U.S. Will you be able to accept that one?,supported_cards_and_currencies
I went tot the ATM earlier today and didn't realize this till now but I did not get all the money I requested.  I believe my account was charged for 100 but I only got 80.  Is there any way we can solve this problem?,wrong_amount_of_cash_received
I cannot view the refunded amount in my account.,Refund_not_showing_up
There is payment showing that I didn't do.,card_payment_not_recognised
Are PIN separately?,get_physical_card
I need to find out where the card is that I ordered.,card_arrival
i dont recognize a charge on my card,card_payment_not_recognised
How do I withdraw money?,atm_support
Can I receive my salary in a currency other than what it is deposited in?,receiving_money
I need to change my home address.,edit_personal_details
dont understand why transfer failed,failed_transfer
"I'm trying to verify my identity but can't figure out how, what do I do?",verify_my_identity
"So I've been using my account frequently to manage payments for my vacation house in a different country, and now I'm getting hit with ridiculously high fees! What's with that? Ought not I be rewarded as a frequent user?",transfer_fee_charged
"It looks like someone besides me ordered something with my card, what should I do?",compromised_card
ATM withdrawal not working.,declined_cash_withdrawal
Why do you need all this information about my Source of Funds?,verify_source_of_funds
Is there a fee for exchanging foreign currencies?,exchange_charge
I did not charge my account for that transaction.  That's an error.,card_payment_not_recognised
Why would the ATM machine fail to give me the cash withdrawal I requested?,declined_cash_withdrawal
there is a transaction on my account that i didnt make,card_payment_not_recognised
I saw a fee on my receipt from withdrawing money while shopping earlier.  Is there supposed to be a fee for this type of transaction?,cash_withdrawal_charge
How do I change my details?,edit_personal_details
How do I locate my PIN now that I have my card?,get_physical_card
I need help with a lost card,lost_or_stolen_card
I was getting cash and can't get my card back.,card_swallowed
After purchasing an item I noticed the exchange rate was incorrect.,card_payment_wrong_exchange_rate
Is it possible to hold money in multiple currencies?,fiat_currency_support
Do the disposable cards have any restrictions?,disposable_card_limits
How do I add a card on to the app?,card_linking
"I want to start using my card, how do I activate it?",activate_my_card
the money i transferred didnt arrive,transfer_not_received_by_recipient
How long does it take for a new purchase to stop being considered pending?,pending_card_payment
Are you aware of any charges for receiving money?,top_up_by_bank_transfer_charge
How do I transfer funds from my American Express into my account?,supported_cards_and_currencies
I want my card frozen right away. Money was taken out in an odd location I have never heard of.,cash_withdrawal_not_recognised
Seems like the exchange rate for my payment last Saturday was wrong. I was charged extra.,card_payment_wrong_exchange_rate
I receive my salary in GBP. Do I need to configure this somehwere?,receiving_money
what is the exchange rate when i get cash,wrong_exchange_rate_for_cash_withdrawal
I need to make my card PIN a different number,change_pin
"i have tried everything to complete a transfer but can't, what should i do next",declined_transfer
Is there a way to recover my password?,passcode_forgotten
"I know I didn't make this payment showing up on my card, I don't remember this person at all.",card_payment_not_recognised
Why is it I am charged an extra fee when I use the ATM?,cash_withdrawal_charge
"After reviewing my charges, I see I was charged a fee for a transfer I did, why?",transfer_fee_charged
I tried to withdraw cash from your ATM but my transaction was cancelled.,declined_cash_withdrawal
Do you have any age limit?,age_limit
Why is there a payment showing twice?,transaction_charged_twice
I want to top up with my Apple Watch.,apple_pay_or_google_pay
I was charged the wrong exchange rate on a purchase,card_payment_wrong_exchange_rate
What is identity check?,why_verify_identity
Why did I not get the amount of money I requested?,wrong_amount_of_cash_received
What needs to be done to activate and use a card?,activate_my_card
What does the decline message mean,declined_transfer
My daughter would like a card from my account?  Can I do this?,getting_spare_card
I need you to delete my account now.,terminate_account
Do you have to be 18 to make an account?,age_limit
I have a card payment that has been pending for some time and would like to know when it is going to go through.,pending_card_payment
when should I receive my refund,Refund_not_showing_up
Got only $20 when I tried to withdraw $100.,wrong_amount_of_cash_received
Can I exchange and hold all fiat currencies?,fiat_currency_support
How can I lookup the source for my available money?,verify_source_of_funds
I would like to exchange some currency.,exchange_via_app
The payment for the card did not go through,declined_card_payment
top up for my american express card is not working,apple_pay_or_google_pay
Why is it required to verify my identity?,why_verify_identity
Is there a reason my new card hasn't arrived yet?,card_arrival
Is there a fee for using a European bank card to top up?,top_up_by_card_charge
I am wondering about a transfer from a different country that doesn't show up yet?,balance_not_updated_after_bank_transfer
What fiat currencies can I use for holding and exchanging?,fiat_currency_support
There's a duplicate charge on my account?,transaction_charged_twice
I live in the US but want to get a card,country_support
Why hasn't arrived yet a transaction I did to my friend?,transfer_not_received_by_recipient
I tried to make a transfer and it was declined. Why?,declined_transfer
"I did not get my card yet, is it lost?",card_arrival
"I blocked my card by mistake, how do I unblock it?",pin_blocked
What is the daily limit on my card?,top_up_limits
"Hi, I am disappointed to see such a bad exchange rate and hope you can assist me. Would you be able to confirm the official interbank exchange rate for me?",card_payment_wrong_exchange_rate
What is the extra  €1 fee in my statement,extra_charge_on_statement
The exchange rates are?,exchange_rate
How can I fix my card if the contactless function didn't work this morning?,contactless_not_working
I transferred some money but it hasn't arrived.,transfer_not_received_by_recipient
"Card payment is still pending, why is that the case?",pending_card_payment
My money didnt go through after I transferred.,beneficiary_not_allowed
Pending transfer?,pending_transfer
Why am I being charged a fee for using my card? If there is some print out of places that charge me can you please send me that?,card_payment_fee_charged
Why is my transfer more expensive than I thought?,transfer_fee_charged
The wrong exchange rate was used when I purchased an item.,card_payment_wrong_exchange_rate
Will I get charged for sending out more cards?,getting_spare_card
Can you tell me why I was charged to withdraw cash?,cash_withdrawal_charge
I had a payment that I made and it's been some amount of time and would like to know when it's suppose to go though.,pending_card_payment
There's a direct debit payment that I don't recognize.,direct_debit_payment_not_recognised
I looked at my statement and found a payment I and found a mistake.,card_payment_not_recognised
There is a direct debit that's not mine.,direct_debit_payment_not_recognised
Why isn't my disposable virtual card working?,virtual_card_not_working
There was a direct debit from my account and I didn't authorise it,direct_debit_payment_not_recognised
will you be able to activate my card,activate_my_card
Will there be a cost if I exchange currency?,exchange_charge
"I don't want the item, I bought it on accident, can I get a refund?",request_refund
What's a verification code?,verify_top_up
"The card I thought was lost was just in my jacket, so can I reactivate it since I found it this morning?",card_linking
What is the reason a transfer shows as pending?,pending_transfer
I want to terminate my account,terminate_account
I an not sure but it looks as if a card payment I made was cancelled.,reverted_card_payment?
How long does it take for a transfer to be in my account?,transfer_timing
Does my PIN come with my card?,get_physical_card
"I want to get some cash from the ATM using my card but I dont want to be charged any fees. Ive taken some money out before with no fees, but recently Ive been getting charged. Why?",cash_withdrawal_charge
I got my new card where do I go to activate it?,activate_my_card
I forgot my password,passcode_forgotten
How can I add money automatically?,automatic_top_up
How simple is it to transfer money into my account?,transfer_into_account
I would like it if I could get an item refunded,request_refund
"When exchanging, how much are the rates?",exchange_rate
"I've made a transfer, how long until the money reaches my account?",transfer_timing
"I requested a refund, and never received it. What can I do?",Refund_not_showing_up
"I need a new card, my old card is expiring.",card_about_to_expire
How to receive virtual card?,getting_virtual_card
What is the time period for money to be transferred?,transfer_timing
What do I need to do to transfer money into my account?,transfer_into_account
What is the reason that my card payment was cancelled?,reverted_card_payment?
I have an American Express that I'd like to add money to my account with.,supported_cards_and_currencies
What countries do your accounts send and receive to?,country_support
How long should I wait for top up go go through ?,pending_top_up
How long does it take for a transfer to post,balance_not_updated_after_bank_transfer
when will my transfer clear,pending_transfer
Can you tell me how do I get a card?,order_physical_card
Why did it decline my payment?,declined_card_payment
want to get a new card in china,card_about_to_expire
What is the extra fee I was charged when using an ATM?,cash_withdrawal_charge
"The activation process did not work, please help?",activate_my_card
I feel like too much money was taken during my currency exchange.,wrong_exchange_rate_for_cash_withdrawal
Who do I contact if there is a direct debit that I did not create.,direct_debit_payment_not_recognised
I don't see a refund in my account.,Refund_not_showing_up
I need to find the top up verification code,verify_top_up
What is going on? I have checked over and over and the details of my account are right. Why is my transfer still pending? It's 2018 not 1818. Transfering money to another country can't be that hard.,pending_transfer
Why is my refund not showing up on the statement?,Refund_not_showing_up
Will you assess me more fees if I top up with an international card?,top_up_by_card_charge
I need help fixing my contactless. It's not working anywhere I go today.,contactless_not_working
Why can't I withdraw money?,declined_cash_withdrawal
What other currencies are available to change to?,exchange_via_app
I would like to delete my account.,terminate_account
I messed up a transfer and need to reverse it.,cancel_transfer
Is my credit card supported for top-ups?,supported_cards_and_currencies
"top up google pay, is it possible?",apple_pay_or_google_pay
Is there an issue with my account?  I don't see a cheque deposit that I made yesterday.  Please assist.,balance_not_updated_after_cheque_or_cash_deposit
Am I able to get a card in EU?,country_support
I want to op up my account by using bank transfer. How do I go about it?,transfer_into_account
Why is there an extra fee on my statement?,extra_charge_on_statement
Can I top up using an international card,top_up_by_card_charge
Why was my transfer charged fees?,transfer_fee_charged
Why is my cash withdrawal pending?,pending_cash_withdrawal
"I might be paranoid, but someone may be using my card.",compromised_card
"On my last trip, I received the incorrect exchange rate.",wrong_exchange_rate_for_cash_withdrawal
I can't find the PIN.,get_physical_card
What do I do if I can't get my card out of the ATM?,card_swallowed
How do I fix a transaction to the wrong account?,cancel_transfer
How can I top up my account and which currency can I use?,supported_cards_and_currencies
when will my transfer arrive,transfer_not_received_by_recipient
My card payment was reverted,reverted_card_payment?
I notice there's a pending payment on my card.,pending_card_payment
My card payment's cancelled,reverted_card_payment?
My card is missing.  Please help.,lost_or_stolen_card
Explain to me why a transfer would be declined.,declined_transfer
"Someone has stolen my card. Even though I have my card with me, someone just made a 500£ cash withdrawal. Please help as soon as possible.",cash_withdrawal_not_recognised
I am concerned about the security in my account and would like to make a dispute.,direct_debit_payment_not_recognised
Let me know when you charge extra for payments please. I just checked the app earlier when I saw that there was an additional fee on one of the payments that I wasn't warned about before.,card_payment_fee_charged
What are the exchange rates you assign?,exchange_rate
I topped off my card is that something you will charge me for?,top_up_by_card_charge
what amount of time does it take for a transfer to reflect and be available,balance_not_updated_after_bank_transfer
My PIN is not working and I need assistance.,pin_blocked
I need assistance with understanding which fiat currencies that you support.,fiat_currency_support
I need to verify my source of funds,verify_source_of_funds
There's a direct debit I wish to dispute,direct_debit_payment_not_recognised
I am confused as to why my transfer could still be pending.,pending_transfer
Where can I see where funds came from?,verify_source_of_funds
"This is terrible, i want to delete my account",terminate_account
Where are my funds being sourced from?,verify_source_of_funds
The exchange rate you are using is really bad.This can't be the official interbank exchange rate.,card_payment_wrong_exchange_rate
I didn't get all the cash I requested for at the ATM,wrong_amount_of_cash_received
Do you accept any card and currency?,supported_cards_and_currencies
Why can't I complete my transfer?,failed_transfer
why is my top up failing,top_up_failed
How can I check the source of funds?,verify_source_of_funds
Can you help me with proving my identity?,unable_to_verify_identity
Which part of the app do I order virtual cards from?,getting_virtual_card
Please tell me how to get a physical card.,order_physical_card
"My card got blocked, how do I reset?",pin_blocked
"Hey I double checked that I have the correct account details already, they're right for sure. Transfer is still pending since forever. It's not that difficult to transfer money to another country in 2018 is it?",pending_transfer
Does it cost anything to do currency exchanges?,exchange_charge
If there isn't much money left can it automatically top-up?,automatic_top_up
I did not receive the correct amount of cash.,wrong_amount_of_cash_received
I got some cash in the ATM but its still pending,pending_cash_withdrawal
which identity details are required,why_verify_identity
My card has been lost! help!,lost_or_stolen_card
Where do I go to activate my card?,activate_my_card
I would like a  physical card sent to me.,order_physical_card
"Can I get money in my home currency at some ATM? I'm on holiday and am a bit concerned because I don't have any cash with me, it is possible to withdraw here already without any additional cost?",wrong_exchange_rate_for_cash_withdrawal
"While doing a transfer, it says declined.",declined_transfer
Can you tell me if my top-up has been cancelled?,top_up_reverted
For what reason was my transfer declined?,declined_transfer
"Hi, i was checking my old statements and found a discrepancy with a large amount transaction. I am sure it was not done by me. Please let me know if i could raise a dispute as its very late.",direct_debit_payment_not_recognised
Can you tell me what I need for identity validation?,verify_my_identity
I question today's exchange rate for rubles into pounds. I was hoping for a better return.,card_payment_wrong_exchange_rate
How do I get extra cards?,getting_spare_card
What is your check-cashing policy?,top_up_by_cash_or_cheque
"It seems like I have been waiting forever for this international transfer. Why is it taking so long? C'mon, it's 2018, things happen at a click of a button. All of the account information is correct, so how long will this take?",pending_transfer
"Around one or two weeks ago I purchased something but there's seems to be an issue. I have already received one of the items, but today the money was placed back into my account. What is happening?",reverted_card_payment?
Will you please help me get my card back?,card_swallowed
"I do not like this, I made a simple transfer but I have an additional charge for doing so.",transfer_fee_charged
why did i only get 20.00,wrong_amount_of_cash_received
How long with my cash withdrawal stay pending for?,pending_cash_withdrawal
Something is wrong with my passcode,passcode_forgotten
My phone is not on me.  How can I use the app?,lost_or_stolen_phone
Do I have to go somewhere to activate my card?,activate_my_card
Is it possible to get a card if I'm not in the UK?,country_support
Do I get a real card?,order_physical_card
There is a payment that I made that hasn't gone through yet.,pending_card_payment
Can I top up my account with Google Pay?,apple_pay_or_google_pay
"Hearing back from us regarding your important verification results may take 10 minutes to one hour time.  If verification results do fail, double-check to make sure all of your images are clear --  make sure your photos have no glare or blurring. Note: These photos need to be readable as well.  You also need to be 18 years of age or older.  You must be a resident of Switzerland or the European Economic Area to open a new account.",unable_to_verify_identity
What are the reasons to be charged a fee on card payments?,card_payment_fee_charged
Can you please check the exchange rate when I was getting cash?,wrong_exchange_rate_for_cash_withdrawal
I received the wrong amount of cash back,wrong_amount_of_cash_received
How do I get a visa card?,visa_or_mastercard
"I removed cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I already received the cash?",pending_cash_withdrawal
I have been trying to make transfers to another account but I keep getting a declined notice. I have checked all of my information more than once and my information is accurate.,declined_transfer
How long are deliveries to the US?,card_delivery_estimate
How can I get another card?,getting_spare_card
Can I get a card in the US?,country_support
I tried doing an in country transfer earlier this week. I thought it would be there by now but I still don't see the money. Can you check the status on my transfer?,transfer_not_received_by_recipient
I think there has been a purchase made that wasn't by me.,card_payment_not_recognised
Can someone assist me with activating my new card?,activate_my_card
Are there any fees associated with receiving money?,top_up_by_bank_transfer_charge
My transfer got declined.,declined_transfer
How come I can't find my payment?,reverted_card_payment?
At which locations can I order a card?,order_physical_card
Why is my exchange rate wrong for an item I bought?,card_payment_wrong_exchange_rate
How much does it cost to top up a US-issued card?,top_up_by_card_charge
Is there anyway to use a cheque to top up?,top_up_by_cash_or_cheque
Why were there additional charges when I transferred funds?,transfer_fee_charged
"If I were to use a European bank card for a top up, will I incur a charge?",top_up_by_card_charge
The  money I transferred does not show in the balance.,balance_not_updated_after_bank_transfer
"please help me with this transfer, for some reason i can't transfer to a cryptocurency account",declined_transfer
What physical locations can I use cash to top up?,top_up_by_cash_or_cheque
I made a deposit and the balance hasn't been updated.,balance_not_updated_after_cheque_or_cash_deposit
How do I change currencies to euros?,fiat_currency_support
How do I initiated a bank transfer to top up?,transfer_into_account
Any extra charges for exchanging currencies?,exchange_charge
Who accepts my card?,card_acceptance
How long is my Europe transfer wait?,transfer_timing
Can I get some help activating my new card?,activate_my_card
I would like to use top-up with my Apple Pay.,apple_pay_or_google_pay
do i have to talk to someone to close an account or can i in the app,terminate_account
I am waiting for a payment to be processed,pending_card_payment
What countries can I use my account in?,country_support
"My card is about to expire, what do I do?",card_about_to_expire
limits on top ups,top_up_limits
I want to inactivate my account.,terminate_account
I keep getting an error message when I'm trying to transfer funds! Why aren't you accepting that?,beneficiary_not_allowed
"I have lost my card, but need to place an online order! How do I get a virtual card instantly?",getting_virtual_card
How long does it take for my payment to process?,pending_card_payment
I would like a virtual card...how do I get one?,getting_virtual_card
